user_id,total_transactions_cnt,total_transactions_amt,transfer_cnt,transfer_amt,transfer_mean,max_consume_amt,consume_order_ratio,business_travel_cnt,business_travel_amt,business_travel_avg_amt,public_pay_amt,mon_consume_frq,consumption_channel,online_cnt,online_amt,online_avg_amt,mon_online_frq,dining_cnt,dining_amt,dining_avg_amt,mon_business_travel_frq,car_cnt,car_amt,phone_fee_cnt,phone_fee_amt,credit_card_repay_amt,cash_advance_cnt,is_installment,credit_card_repay_cnt,cash_advance_amt,payroll,withdraw_cnt,withdraw_amt,total_deposit,total_withdraw,internet_media_cnt,internet_media_amt,return_cnt,online_buy_first_date,online_buy_last_date,high_consumption,43,recency,frequency,monetary
6151214,906,1314939.02,89,173017.02,1944.011461,100000,0.491169978,1,59.45,59.45,1289.26,29.66666667,AliPay,111,18851.04,169.8291892,11.1,25,1847.6,73.904,1,0,0,8,3351.51,21,191202.42,1,0,0,1,40,109223.4,69200,61000,0,0,17,2017/1/3 8:59,2017/10/6 7:20,1,0,27.48515046,445,465867.97
6157395,120,35208.06,7,3389.84,484.2628571,3035,0.625,2,131,65.5,0,6.25,AliPay,14,652.76,46.62571429,2.8,0,0,0,2,0,0,4,200,19,12365.32,1,3,1700,0,1,200,0,0,0,0,0,2016/12/4 16:00,2017/11/17 0:12,0,0,41,75,15610.33
6158976,76,53233.27,0,0,0,7060,0.868421053,0,0,0,0,8.25,AliPay,25,927.34,37.0936,12.5,0,0,0,0,0,0,0,0,7,28638.39,1,1,500,0,0,0,0,0,0,0,0,2017/4/21 16:00,2017/5/11 16:00,0,1,49,66,15360.77
6162156,49,80655.12,0,0,0,28000,0.816326531,0,0,0,0,2.5,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,6,31000.3,0,0,0,0,0,0,0,5000,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,1,35.65496528,40,49642.99
6169636,863,322319.76,53,37924.38,715.5543396,5000,0.539976825,1,36.7,36.7,0,33.28571429,AliPay,1,26.67,26.67,1,2,116,58,1,0,0,12,577.95,10,10006.57,0,0,0,0,23,20358.88,0,28400,0,0,4,2017/10/29 16:00,2017/10/29 16:00,0,0,35,466,107764.88
6175335,1223,870207.19,357,434929.83,1218.29084,10000,0.386753884,42,3447,82.07142857,0,31.53333333,AliPay,20,3402.61,170.1305,6.666666667,18,2297.19,127.6216667,3.5,0,0,14,1635.6,11,12510,0,0,0,1,50,88987.54,0,0,8,254.23,15,2017/10/3 16:00,2017/12/3 16:00,0,0,27.04166667,473,83816.93
6178456,14,9948.6,0,0,0,3635,0.642857143,0,0,0,0,2.25,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,5,5289.48,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,90,9,4659.12
6187276,723,274770.65,79,41015.28,519.1807595,6765,0.475795297,1,1671,1671,0,28.66666667,AliPay,200,54646.99,273.23495,16.66666667,0,0,0,1,0,0,5,2095.7,50,48216.72,0,0,0,0,1,9850,0,0,2,222.5,43,2017/1/5 7:18,2017/12/1 16:00,0,0,30,344,99177.8
6189599,13,3821.49,0,0,0,740,0.769230769,0,0,0,0,10,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,2,820,1,0,0,0,0,0,700,100,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,32,10,2301.49
6191828,93,156726.98,0,0,0,12600,0.752688172,0,0,0,0,11.66666667,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,1,99.01,1,0,0,0,0,0,900,0,0,0,1,2012/12/31 16:00,2014/12/31 15:59,0,0,39,70,77229.14
6197355,14,12920.11,0,0,0,2000,0.5,0,0,0,0,7,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,4500,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,33,7,5210.11
6203072,414,285815.76,75,57536.06,767.1474667,10060,0.309178744,3,266,88.66666667,0,8,AliPay,37,4900.67,132.4505405,3.363636364,2,160,80,1.5,0,0,7,401.94,25,21114.16,0,0,0,1,17,42970.31,0,2300,0,0,1,2016/8/7 10:27,2017/7/28 2:14,0,0,33,128,40034.98
6211540,491,994510.9,183,426323.31,2329.635574,8000,0.295315682,0,0,0,0,10.35714286,OthersPay,89,45709.3,513.5876404,7.416666667,15,241.04,16.06933333,0,0,0,17,876.75,2,446.5,0,0,0,1,4,8050,46500,300,3,1200,7,2016/11/3 0:48,2017/10/15 16:00,0,0,43,145,85727.97
6222680,156,814498.12,15,374835,24989,49852,0.858974359,5,11153,2230.6,0,10.30769231,UnionPay,1,9.85,9.85,1,0,0,0,1.25,2,1009,1,9.85,19,391496.3,1,0,0,0,0,0,0,0,0,0,0,2017/8/31 16:00,2017/8/31 16:00,1,0,43,134,421501.82
6225231,943,63343.11,65,1859.08,28.60123077,2000,0.398727466,2,12.6,6.3,2259,23.5,AliPay,316,8428.86,26.67360759,26.33333333,1,440,440,1,0,0,3,273.6,5,28535.58,0,0,0,0,1,1033.27,0,0,2,27.2,6,2016/9/1 22:48,2017/8/15 5:06,0,0,58,376,16698.34
6229377,263,147492.69,0,0,0,14000,0.920152091,1,200,200,0,16.13333333,AliPay,58,4678.18,80.65827586,7.25,33,1536.9,46.57272727,1,1,100,0,0,4,16809,1,0,0,1,0,0,0,0,0,0,0,2017/3/13 16:00,2017/11/10 16:00,0,0,42,242,84199.44
6232883,399,638220.69,52,172292.01,3313.307885,20000,0.64160401,0,0,0,0,18.28571429,AliPay,9,1221.94,135.7711111,4.5,1,122.72,122.72,0,0,0,2,300,5,12501.78,0,0,0,0,2,4692,5800,41800,0,0,1,2017/10/14 6:36,2017/11/16 9:18,0,0,32.48552083,256,280576.44
6232972,424,1640121.23,74,445176.38,6015.897027,4311.57,0.339622642,10,11009.5,1100.95,244,13.09090909,CreditCardPay,88,8801.79,100.0203409,8,10,3044.8,304.48,3.333333333,0,0,10,1381.61,13,42040.72,0,0,0,0,11,387987.7,0,0,2,197,3,2017/1/2 2:35,2017/11/27 7:32,0,0,34.35233796,144,33989.34
6234433,632,963576.57,24,95650,3985.416667,21000,0.542721519,6,621.5,103.5833333,0,19.05555556,AliPay,59,3330.28,56.44542373,11.8,0,0,0,2,0,0,42,1158.3,18,9887.21,1,0,0,1,0,0,0,11200,1,308,1,2017/7/30 10:32,2017/11/29 16:00,0,0,31,343,430554.59
6236362,572,560121.58,72,184280.86,2559.456389,3000,0.36013986,32,7943,248.21875,0,12.875,CreditCardPay,80,7674.96,95.937,6.666666667,2,129,64.5,4,0,0,6,605.23,28,37853,0,0,0,0,13,31496.4,0,0,0,0,12,2016/11/2 7:08,2017/11/30 16:00,0,0,31,206,40615.03
6243549,580,1180993.1,54,224921.57,4165.214259,20000,0.417241379,27,2988,110.6666667,0,16.13333333,OthersPay,17,1110.68,65.33411765,2.125,2,55.8,27.9,3.857142857,0,0,10,352.97,2,3894,0,0,0,0,12,60981.65,0,11300,1,15,1,2016/11/10 13:28,2017/9/12 16:46,0,0,31,242,404945.23
6244468,700,322158.76,74,65792.65,889.0898649,4698,0.281428571,2,405,202.5,0,11.58823529,CreditCardPay,18,607.55,33.75277778,1.636363636,0,0,0,1,0,0,13,373.17,167,67579.23,0,0,0,0,22,10264.5,0,3300,0,0,2,2016/11/29 15:46,2017/9/10 9:55,0,0,37,197,55045.93
6246226,214,470681.64,37,53343.96,1441.728649,60000,0.448598131,5,1708,341.6,0,19.2,OthersPay,0,0,0,0,12,263.9,21.99166667,2.5,0,0,2,59.39,1,51.46,0,0,0,0,4,192,900,7500,0,0,13,2012/12/31 16:00,2014/12/31 15:59,1,0,28.58809028,96,159644.22
6247490,564,2364578.11,65,470133.24,7232.819077,50000,0.235815603,13,5509.5,423.8076923,0,11.08333333,CreditCardPay,26,13528.52,520.3276923,2.888888889,11,9875,897.7272727,3.25,0,0,9,455.35,47,102395.6,0,0,0,1,43,437654.31,0,0,0,0,12,2017/1/17 9:30,2017/10/24 16:00,1,0,33,133,267224.45
6252572,196,101730.73,3,80.1,26.7,2000,0.75,0,0,0,0,9.8,OthersPay,2,115.8,57.9,2,0,0,0,0,0,0,0,0,8,19229.74,0,0,0,1,0,0,0,17100,0,0,0,2017/10/11 16:00,2017/10/11 16:00,0,0,30,147,23732.84
6252710,287,99400.57,3,3305.25,1101.75,4077.79,0.477351916,0,0,0,170,11.41666667,CreditCardPay,112,15389.4,137.4053571,10.18181818,4,176.8,44.2,0,0,0,41,2563.63,3,1845.25,0,0,0,0,0,0,0,0,9,14.04,7,2017/1/6 7:38,2017/11/30 2:19,0,0,30.58678241,137,18331.14
6258376,168,319799.15,1,96,96,47000,0.68452381,0,0,0,0,9.583333333,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,15,35948.97,0,0,0,0,0,0,3000,3000,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,52,115,169256.3
6264871,47,8014.04,0,0,0,2000,0.936170213,0,0,0,0,11,AliPay,11,730.89,66.44454545,2.75,0,0,0,0,0,0,0,0,3,721,0,0,0,0,0,0,0,0,0,0,0,2017/8/27 16:00,2017/11/29 16:00,0,1,32,44,7293.04
6269782,4,3350.69,0,0,0,336,0.5,0,0,0,0,2,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,2,2924.4,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,27,2,426.29
6270106,429,205445.35,0,0,0,6000,0.825174825,0,0,0,0,23.6,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,16,14422.23,1,0,0,0,0,0,15985.07,38100,0,0,1,2012/12/31 16:00,2014/12/31 15:59,0,0,34.97815972,354,103468.84
6271798,55,26834.55,3,5600.02,1866.673333,2000,0.890909091,5,3448,689.6,0,3.0625,OthersPay,1,200,200,1,0,0,0,2.5,0,0,0,0,6,11200.02,0,0,0,0,0,0,0,0,0,0,0,2017/6/20 16:00,2017/6/20 16:00,0,1,53,49,15634.53
6275360,863,136242.31,29,3816,131.5862069,6982.45,0.60834299,0,0,0,0,52.5,AliPay,133,8914.12,67.02345865,19,0,0,0,0,1,100,23,1298,11,8000,1,0,0,1,5,510,100,0,95,4947.46,0,2017/4/20 8:46,2017/11/19 16:00,0,0,30,525,66480.66
6281817,717,536669.82,133,149283.69,1122.433759,6500,0.453277545,14,452.5,32.32142857,0,23.21428571,AliPay,77,2109.75,27.39935065,6.416666667,8,589.9,73.7375,2.333333333,0,0,21,706.74,62,136788.43,0,0,0,0,13,8984,10173,25500,1,9.99,10,2016/10/1 4:09,2017/9/1 12:25,0,0,120.4057755,325,116254.97
6289053,758,2169301.43,200,862167.31,4310.83655,35000,0.439313984,3,824.5,274.8333333,0,23.78571429,AliPay,46,3550.21,77.17847826,4.6,1,198,198,1.5,0,0,7,424.47,13,26798.77,0,0,0,1,61,183828.92,0,28400,0,0,5,2017/3/21 16:00,2017/12/2 16:00,1,0,29,333,418962.41
6289111,199,60492.07,6,18310,3051.666667,6300,0.849246231,1,39.5,39.5,0,10.5625,AliPay,56,3588.85,64.08660714,5.6,0,0,0,1,0,0,0,0,17,27312,0,0,0,0,0,0,0,0,0,0,1,2017/2/14 16:00,2017/11/9 16:00,0,0,39,169,30279.36
6289848,264,2061948.16,53,343759,6486.018868,200000,0.484848485,0,0,0,0,11.63636364,CreditCardPay,0,0,0,0,0,0,0,0,0,0,0,0,12,93596.29,0,0,0,1,0,0,11000,96500,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,31.50415509,128,743797.42
6292190,225,144343.69,1,1000.8,1000.8,5000,0.697777778,0,0,0,0,12.07692308,AliPay,14,581.57,41.54071429,2.333333333,1,15.4,15.4,0,0,0,5,408.78,8,922.4,0,0,0,0,1,1000.8,8380.1,51200,2,28.7,1,2016/12/15 6:58,2017/9/8 7:59,0,0,114.3338194,157,68986.12
6294444,557,2378757.79,16,27627.12,1726.695,77000,0.581687612,8,1564.6,195.575,0,21.6,AliPay,1,19.76,19.76,1,0,0,0,4,0,0,2,2000,13,43787.47,0,0,0,1,0,0,3000,18000,0,0,2,2017/9/14 13:36,2017/9/14 13:36,1,0,35,324,1161315.89
6295219,46,6892.12,4,2800,700,1000,0.869565217,1,274,274,0,5.714285714,OthersPay,0,0,0,0,0,0,0,1,0,0,0,0,3,2700,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,36,40,4022.84
6314056,18,14268.64,0,0,0,2884,0.777777778,0,0,0,0,3.5,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,500,1,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,41,14,8528.84
6319403,191,146272.7,1,275,275,35000,0.759162304,2,357.8,178.9,0,11.15384615,AliPay,31,2872.9,92.67419355,3.444444444,10,1285,128.5,0,0,0,7,705.69,12,70069.79,0,0,0,0,0,0,0,0,0,0,3,2016/10/26 16:00,2017/10/20 0:59,1,0,72.625625,145,73222.53
6322954,323,315167.04,11,42148.1,3831.645455,8830,0.897832817,8,4042,505.25,0,19.33333333,AliPay,10,970.4,97.04,1,0,0,0,1.333333333,6,1780,36,4150,23,135636.53,1,0,0,0,0,0,0,0,0,0,0,2016/12/28 16:00,2017/11/5 16:00,0,0,38,290,159350.15
6329295,287,862695.03,0,0,0,11900,0.662020906,0,0,0,0,15.83333333,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,0,35,190,439018.76
6331292,653,2797968.14,95,296746.37,3123.646,400000,0.352220521,0,0,0,3304.62,15.33333333,OthersPay,3,308.02,102.6733333,1,4,16,4,0,0,0,2,95.98,8,11392.52,0,0,0,0,56,266730.66,0,30300,0,0,1,2017/2/27 2:12,2017/5/12 9:06,1,0,34,230,887104.59
6341216,936,274052.03,110,108312.8,984.6618182,5000,0.230769231,0,0,0,0,16.61538462,AliPay,32,12943.82,404.494375,4.571428571,0,0,0,0,0,0,10,251.7,5,8033.46,0,0,0,1,4,2002.39,0,0,0,0,4,2017/4/26 16:48,2017/11/10 16:00,0,0,28,216,35828.93
6341953,561,563985.27,45,116094.11,2579.869111,2488,0.499108734,0,0,0,0,23.33333333,AliPay,82,10291.19,125.5023171,8.2,0,0,0,0,0,0,83,5473.76,29,69464.77,0,12,16900,0,46,87403.97,0,0,0,0,6,2016/11/5 12:01,2017/9/10 16:00,0,0,103,280,54616.21
6343800,1842,938717.13,67,27109.53,404.6198507,14000,0.596634093,0,0,0,0,64.64705882,AliPay,1,249,249,1,0,0,0,0,0,0,15,573.69,374,157017.94,1,0,0,0,37,18389,23794.02,39400,1,57.73,2,2016/11/22 16:00,2016/11/22 16:00,0,0,27,1099,474995.97
6344112,266,469916.58,0,0,0,40467,0.796992481,0,0,0,0,30.28571429,AliPay,8,5952.4,744.05,2,4,295.8,73.95,0,0,0,0,0,27,45021.67,0,0,0,0,0,0,0,0,0,0,14,2017/5/15 16:00,2017/11/14 16:00,1,0,39.40012731,212,233046.96
6350848,47,15540.59,2,1100,550,1552,0.808510638,0,0,0,0,4.222222222,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,8,7200,1,3,900,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,43,38,6788.59
6353290,1307,7649297.59,135,744331.28,5513.565037,166600,0.407039021,4,679,169.75,0,29.55555556,AliPay,61,6581.56,107.8944262,4.692307692,0,0,0,1.333333333,0,0,22,3981.23,11,22602.74,0,0,0,0,68,466597.46,2300,57100,0,0,7,2016/8/12 7:24,2017/8/10 1:18,1,0,29.58953704,532,2698973.17
6355906,86,89201.35,10,24538.52,2453.852,5000,0.476744186,0,0,0,0,13.66666667,UnionPay,7,4924.21,703.4585714,7,0,0,0,0,0,0,1,499,0,0,0,0,0,0,2,8500,0,0,2,2994,0,2017/11/5 8:11,2017/11/19 12:59,0,1,26,41,17504.81
6359693,122,534518.89,2,6857,3428.5,50000,0.639344262,0,0,0,0,7.090909091,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,15,14535.58,0,0,0,0,0,0,0,3700,0,0,0,2012/12/31 16:00,2014/12/31 15:59,1,0,42,78,257786.85
6383783,59,15935.63,1,390,390,2186.16,0.881355932,0,0,0,0,13,AliPay,10,1354.67,135.467,5,0,0,0,0,0,0,1,50,2,890,1,2,4000,0,0,0,0,0,0,0,0,2017/8/16 16:00,2017/9/29 16:00,0,1,44,52,12689.05
6385509,55,41259.04,0,0,0,10000,0.654545455,0,0,0,0,6,AliPay,6,253.03,42.17166667,3,0,0,0,0,0,0,0,0,14,4886.22,1,0,0,0,0,0,0,0,0,0,0,2017/8/23 16:00,2017/9/9 16:00,0,1,27.24141204,36,14253.82
6390286,1025,1567727.15,44,151604.23,3445.550682,100000,0.495609756,25,2201.81,88.0724,974.77,33.86666667,OthersPay,28,2785.78,99.49214286,2.8,21,2350.5,111.9285714,2.272727273,0,0,10,490.93,25,89321.32,0,0,0,0,27,127380,4800,10800,0,0,43,2016/10/7 8:31,2017/11/9 16:00,1,0,35,508,476931.3
6392627,65,22558.91,4,4700,1175,3300,0.846153846,0,0,0,0,6.875,AliPay,3,239.88,79.96,1,4,233.3,58.325,0,0,0,14,700,10,9605.24,0,2,600,0,0,0,0,0,0,0,0,2017/6/3 16:00,2017/10/3 16:00,0,1,32,55,12953.67
6403004,289,6882149.59,2,38600,19300,400000,0.667820069,1,183,183,0,16.08333333,AliPay,2,12295,6147.5,1,0,0,0,1,0,0,0,0,15,222001.65,0,0,0,0,0,0,0,62300,0,0,0,2017/5/13 16:00,2017/6/18 16:00,1,0,36,193,3166901.98
6406471,1118,620493.48,46,66632.7,1448.536957,5900,0.323792487,8,142.97,17.87125,0,30.16666667,CreditCardPay,240,10529.06,43.87108333,20,0,0,0,2.666666667,0,0,30,13610.28,82,228427.75,0,0,0,0,11,14823.76,0,0,0,0,12,2016/12/31 8:55,2017/11/21 16:00,0,0,35,362,69765.66
6410002,21,8662.08,2,3500,1750,1468,0.904761905,0,0,0,0,9.5,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,55,19,5162.08
6415246,1173,742740.42,54,114001.48,2111.138519,80000,0.579710145,0,0,0,0,45.33333333,AliPay,0,0,0,0,4,62.8,15.7,0,0,0,9,805.28,1,8000,0,0,0,1,5,3740.5,0,0,0,0,23,2012/12/31 16:00,2014/12/31 15:59,1,0,31.56469907,680,277551.96
6415943,1429,3827314.13,347,1008845.39,2907.335418,90564.71,0.383484955,1,813,813,0,34.25,AliPay,103,6583.59,63.91834951,7.923076923,1,34.8,34.8,1,0,0,16,1063.9,87,218030.84,1,0,0,0,24,143064.28,0,72800,0,0,9,2016/9/30 9:52,2017/9/1 12:34,1,0,36,548,895644.14
6423973,3,750.6,0,0,0,0,0,0,0,0,0,0,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,1,750.6,0,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,0,0,0
6427304,861,76529.29,69,10670.69,154.6476812,1499,0.442508711,1,59,59,0,25.4,AliPay,308,24099.84,78.24623377,23.69230769,41,1454.8,35.48292683,1,0,0,21,2405.28,2,500,0,0,0,0,3,709,0,0,0,0,32,2016/8/31 8:06,2017/8/7 13:16,0,0,84,381,27656.34
6427902,344,1716010.04,10,52910.61,5291.061,170000,0.648255814,1,654,654,0,14.86666667,AliPay,10,810.01,81.001,3.333333333,0,0,0,1,0,0,1,300,5,45860,0,0,0,1,0,0,0,0,0,0,0,2017/8/31 16:00,2017/12/1 16:00,1,0,27,223,776812.75
6431509,582,555756.57,40,155880.24,3897.006,70000,0.54467354,1,116,116,0,26.41666667,AliPay,132,10225.4,77.46515152,12,8,15.2,1.9,1,0,0,21,823.15,13,5092,0,0,0,1,0,0,0,27400,1,28.58,17,2017/1/10 13:35,2017/11/29 2:52,1,0,26,317,191601.07
6433477,70,37533.68,3,5631,1877,1535,0.828571429,0,0,0,0,19.33333333,AliPay,1,53.52,53.52,1,0,0,0,0,0,0,1,261,7,11641,1,0,0,1,0,0,0,0,0,0,0,2017/10/7 16:00,2017/10/7 16:00,0,1,31,58,22294.68
6435808,1667,460759.71,499,136012.58,272.5703006,10000,0.25854829,1,25.5,25.5,0,39.18181818,AliPay,126,9658.66,76.65603175,11.45454545,0,0,0,1,0,0,44,9289.74,31,36960.51,0,0,0,0,23,53928.9,0,0,0,0,55,2017/1/22 1:58,2017/12/2 16:00,0,0,29,431,40754.85
6439500,309,43403.15,2,800,400,1398,0.818770227,0,0,0,0,19.46153846,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,21,9196.1,1,29,4792,0,0,0,0,2501,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,0,108,253,21870.84
6440584,175,157292.06,19,21586.14,1136.112632,5750,0.388571429,3,332,110.6666667,0,5.230769231,CreditCardPay,34,4332.66,127.4311765,3.777777778,1,1,1,1,0,0,17,1482.28,17,25984.94,0,5,6000,0,7,14137,0,0,0,0,1,2017/1/3 14:45,2017/11/10 15:41,0,0,48.16523148,68,30963
6442245,1711,239545.97,188,25208.91,134.0899468,3600,0.430157802,18,2176.5,120.9166667,0,56.61538462,AliPay,274,6454.81,23.55770073,24.90909091,16,640.9,40.05625,3,0,0,9,290.88,8,13647.29,0,0,0,1,67,19606.59,1100,12900,1,2.07,55,2017/1/12 13:27,2017/11/15 3:47,0,0,26,736,66911.16
6445331,1337,2497137.1,99,415721.4,4199.206061,32000,0.38145101,0,0,0,1841,28.33333333,OthersPay,169,25216.21,149.2083432,42.25,3,159.9,53.3,0,0,0,5,1035.5,18,157040.76,0,0,0,1,25,590.81,0,3200,0,0,31,2017/8/3 0:42,2017/11/28 2:53,1,0,31,510,730653.16
6446279,400,845922.56,0,0,0,50000,0.7825,0,0,0,0,22.35714286,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,18,75429.78,0,0,0,1,0,0,97500,32800,0,0,4,2012/12/31 16:00,2014/12/31 15:59,1,0,89.23290509,313,430284.47
6450691,16,982.79,0,0,0,244.5,0.9375,0,0,0,0,15,OthersPay,1,67.79,67.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/10/19 16:00,2017/10/19 16:00,0,1,69,15,906.49
6454143,509,119974.42,49,22078.41,450.5797959,589,0.324165029,17,3550.6,208.8588235,0,12.69230769,CreditCardPay,82,9709.71,118.4110976,6.833333333,25,1157.8,46.312,3.4,0,0,24,2275.43,36,13296.99,0,0,0,0,27,10646.47,0,0,0,0,25,2016/10/3 7:02,2017/9/16 0:59,0,0,101.5529398,165,16447.18
6455112,434,272744.19,78,83585.84,1071.613333,26700,0.290322581,0,0,0,0,9.692307692,AliPay,13,744.96,57.30461538,3.25,6,575,95.83333333,0,0,0,0,0,12,47017.67,0,0,0,1,10,3535.69,0,0,0,0,10,2017/6/30 16:00,2017/11/12 16:00,1,0,49,126,65192.45
6468034,1774,2023826.13,120,255101.94,2125.8495,50000,0.551296505,12,4575.5,381.2916667,0,65.2,AliPay,270,28287.64,104.769037,22.5,10,1184.1,118.41,2.4,14,5650,12,1159.43,50,216427.61,0,0,0,1,20,49532.4,0,31300,0,0,63,2016/10/10 2:32,2017/9/4 10:11,1,0,118,978,612318.09
6474983,740,2045334.17,13,116427,8955.923077,39546.88,0.782432432,0,0,0,0,52.63636364,AliPay,0,0,0,0,0,0,0,0,0,0,0,0,26,50428.26,1,0,0,0,0,0,82800,82400,0,0,1,2012/12/31 16:00,2014/12/31 15:59,1,0,36.33832176,579,1024353.78
6477901,648,276537.03,14,7488.41,534.8864286,28000,0.462962963,13,7515.5,578.1153846,0,18.75,AliPay,60,11533.57,192.2261667,5,1,65.7,65.7,2.6,0,0,9,1040.87,38,47444.16,1,0,0,0,2,487.26,0,0,1,1,17,2016/7/21 16:00,2017/7/24 16:00,1,0,65,300,133167.61
6479537,1679,712222.77,62,85407.5,1377.540323,8383,0.312686123,0,0,0,0,32.8125,CreditCardPay,259,10171.89,39.27370656,18.5,172,31115.1,180.9017442,0,0,0,67,4091.78,248,195975.38,0,0,0,0,52,47765,0,0,1,30,15,2016/9/2 3:29,2017/10/20 16:00,0,0,38,525,76168.14
6480007,46,82871.73,0,0,0,13502,0.673913043,4,16910,4227.5,0,3.444444444,OthersPay,0,0,0,0,0,0,0,1,0,0,1,315,10,37513.87,1,0,0,0,0,0,0,0,0,0,0,2012/12/31 16:00,2014/12/31 15:59,0,1,32,31,40133.86
6480693,254,822778.14,0,0,0,50000,0.799212598,14,2679.8,191.4142857,0,14.5,AliPay,17,2702.58,158.9752941,2.428571429,0,0,0,1.75,2,2200,0,0,37,407998.93,0,0,0,1,0,0,0,0,0,0,2,2017/2/23 16:00,2017/11/9 16:00,1,0,38,203,411456.41
6484924,679,366518.21,45,139086.18,3090.804,33000,0.525773196,0,0,0,2136,27.46153846,AliPay,178,13038.25,73.24859551,16.18181818,3,576,192,0,0,0,26,2544.18,18,122840,0,0,0,0,12,8255.72,0,0,2,2.98,23,2017/1/8 0:33,2017/11/25 16:00,1,0,33,357,145337.28
6487368,67,42511.14,0,0,0,5439,0.776119403,0,0,0,0,4.333333333,AliPay,4,211.4,52.85,2,0,0,0,0,0,0,2,181,13,20074.63,0,0,0,0,0,0,0,0,0,0,2,2016/10/27 16:00,2016/11/9 16:00,0,1,69,52,20417.51
6488034,1639,34025080.94,204,8657957.12,42440.96627,5000000,0.461256864,38,1214.45,31.95921053,0,54,AliPay,226,17078.78,75.56982301,20.54545455,7,225.32,32.18857143,3.454545455,0,0,27,4557,13,34381.02,0,0,0,0,9,257558.48,292500,147500,1,68,23,2017/1/5 3:09,2017/11/21 2:49,1,0,27,756,12117523.54
6489447,396,252316.16,35,64403.62,1840.103429,7000,0.505050505,0,0,0,0,15.38461538,OthersPay,52,10730.06,206.3473077,4.727272727,0,0,0,0,0,0,9,499.93,49,37319.5,1,15,14300,1,4,8160,0,8800,1,0.1,5,2016/12/28 16:00,2017/11/4 16:00,0,0,26,200,65856.97
6490624,1681,585582.02,49,16704.07,340.8993878,10000,0.555621654,0,0,0,0,62.26666667,AliPay,319,17621.26,55.23905956,26.58333333,0,0,0,0,0,0,40,2089.8,61,43423.39,1,0,0,0,10,5055,0,56000,2,26.62,27,2016/10/6 6:27,2017/9/14 5:53,0,0,34,934,245538.95
6491064,1138,1186200.47,227,707820.38,3118.151454,1999,0.326010545,3,115.9,38.63333333,0,28.53846154,CreditCardPay,284,16429.84,57.8515493,23.66666667,6,595.58,99.26333333,1.5,0,0,15,2899.36,34,12369.92,0,0,0,1,33,111128.46,0,500,0,0,47,2016/10/3 8:04,2017/9/25 0:33,0,0,97.64337963,371,23253.79
6504656,466,755451.33,6,125360.14,20893.35667,15000,0.841201717,0,0,0,0,23.05882353,OthersPay,0,0,0,0,0,0,0,0,0,0,0,0,13,37950,1,0,0,0,0,0,5500,7600,0,0,13,2012/12/31 16:00,2014/12/31 15:59,0,0,30,392,298754.9
6508286,119,113682.39,4,221,55.25,50000,0.647058824,3,2448.33,816.11,0,5.923076923,AliPay,1,228,228,1,0,0,0,1.5,0,0,1,10.18,2,409,1,0,0,0,1,18.83,0,0,0,0,0,2017/11/12 16:00,2017/11/12 16:00,1,0,49,77,60670.36
6514431,223,446903.6,0,0,0,99990,0.789237668,1,238,238,0,11,AliPay,1,999,999,1,0,0,0,1,0,0,5,624,34,26481.84,0,0,0,0,0,0,51500,11500,0,0,1,2016/11/10 16:00,2016/11/10 16:00,1,0,90.67644676,176,264288.64
